length,cul_matl,cul_type,Soil_Drainage_Class,Soil_Moisture,Soil_pH,Soil_Elec_Conductivity,Soil_Surface_Texture,Flooding_Frequency,State,Age,Cul_rating
30.0,High Density Polyethylene,Round,Well drained,3.3,5.0,0.0,Moderately Decomposed Plant Material,,2,13,4
30.0,High Density Polyethylene,Round,Somewhat excessively drained,7.4,5.0,0.0,Moderately Decomposed Plant Material,,2,0,4
30.0,High Density Polyethylene,Round,Moderately well drained,8.2,6.2,0.0,Loam,,2,2,4
36.0,Poly Vinyl Chloride,Round,Moderately well drained,6.3,5.7,0.0,Slightly Decomposed Plant Material,,2,2,4
40.0,High Density Polyethylene,Round,Well drained,10.0,4.8,0.0,Moderately Decomposed Plant Material,,2,1,4
44.0,Poly Vinyl Chloride,Round,Somewhat poorly drained,6.5,6.0,0.0,Loam,,2,2,4
30.0,Corrugated Steel,Round,Well drained,7.7,6.0,0.0,Fine Sandy Loam,,2,2,4
30.0,High Density Polyethylene,Round,Well drained,6.3,5.1,0.0,Slightly Decomposed Plant Material,,2,2,4
30.0,High Density Polyethylene,Round,Well drained,3.3,5.0,0.0,Moderately Decomposed Plant Material,,2,14,4
40.0,High Density Polyethylene,Round,Moderately well drained,3.4,5.1,0.0,Moderately Decomposed Plant Material,,2,1,4
30.0,Corrugated Steel,Round,Well drained,1.1,5.4,0.0,Gravelly Loamy Sand,,2,3,4
38.0,Poly Vinyl Chloride,Round,Well drained,6.1,4.6,0.0,Fine Sandy Loam,,2,0,4
50.0,Poly Vinyl Chloride,Round,Moderately well drained,6.3,5.7,0.0,Slightly Decomposed Plant Material,,2,16,4
45.0,Poly Vinyl Chloride,Round,Well drained,5.5,4.8,0.0,Fine Sandy Loam,,2,3,4
52.0,High Density Polyethylene,Round,Well drained,3.8,5.2,0.0,Slightly Decomposed Plant Material,,2,18,4
40.0,Poly Vinyl Chloride,Round,Well drained,5.5,4.8,0.0,Fine Sandy Loam,,2,2,4
25.0,Poly Vinyl Chloride,Round,Moderately well drained,4.6,5.4,0.0,Fine Sandy Loam,,2,0,4
40.0,Corrugated Steel,Round,Poorly drained,6.3,6.4,0.0,Silt Loam,,2,2,4
110.0,Reinforced Concrete,Box,Poorly drained,40.0,6.8,0.0,Silty Clay,,2,1,4
30.0,Corrugated Steel,Round,Well drained,3.8,5.2,0.0,Slightly Decomposed Plant Material,,2,3,4
30.0,Corrugated Steel,Round,Moderately well drained,40.0,7.5,0.0,Clay,,2,0,4
33.0,Poly Vinyl Chloride,Round,Moderately well drained,6.3,5.7,0.0,Slightly Decomposed Plant Material,,2,0,4
38.0,Poly Vinyl Chloride,Round,Well drained,10.0,4.8,0.0,Moderately Decomposed Plant Material,,2,0,4
29.0,High Density Polyethylene,Round,Moderately well drained,4.6,5.4,0.0,Fine Sandy Loam,,2,15,4
37.0,Poly Vinyl Chloride,Round,Well drained,5.5,4.8,0.0,Fine Sandy Loam,,2,1,4
40.0,Poly Vinyl Chloride,Round,Somewhat poorly drained,6.5,5.5,0.0,Loam,,2,2,4
38.0,Poly Vinyl Chloride,Round,Somewhat poorly drained,6.5,5.5,0.0,Loam,,2,0,4
30.0,High Density Polyethylene,Round,Somewhat excessively drained,7.4,5.3,0.0,Moderately Decomposed Plant Material,,2,0,4
35.0,Poly Vinyl Chloride,Round,Moderately well drained,5.9,5.4,0.0,Fine Sandy Loam,,2,1,4
40.0,Poly Vinyl Chloride,Round,Well drained,5.5,4.8,0.0,Fine Sandy Loam,,2,1,4
40.0,Corrugated Steel,Round,Poorly drained,6.3,6.4,0.0,Silt Loam,,2,0,4
40.0,High Density Polyethylene,Round,Moderately well drained,3.4,5.1,0.0,Moderately Decomposed Plant Material,,2,16,4
40.0,Poly Vinyl Chloride,Round,Poorly drained,5.0,5.5,0.0,Slightly Decomposed Plant Material,,2,1,4
50.0,Corrugated Steel,Round,Moderately well drained,40.0,7.5,0.0,Clay,,2,0,4
30.0,High Density Polyethylene,Round,Moderately well drained,4.6,5.4,0.0,Fine Sandy Loam,,2,0,4
50.0,Poly Vinyl Chloride,Round,Moderately well drained,5.9,5.4,0.0,Fine Sandy Loam,,2,3,4
30.0,Corrugated Steel,Round,Poorly drained,5.0,5.5,0.0,Slightly Decomposed Plant Material,,2,0,4
50.0,High Density Polyethylene,Round,Moderately well drained,3.2,5.5,0.0,Fine Sandy Loam,Occasional,2,0,4
44.0,Corrugated Steel,Round,Moderately well drained,6.3,6.2,0.0,Loamy Fine Sand,,2,0,4
30.0,Poly Vinyl Chloride,Round,Moderately well drained,6.6,6.9,0.0,Silt Loam,,2,50,4
60.0,Corrugated Steel,Round,Excessively drained,1.6,5.3,0.0,Gravelly Sandy Loam,,2,0,4
40.0,Poly Vinyl Chloride,Round,Well drained,10.0,4.8,0.0,Moderately Decomposed Plant Material,,2,6,4
40.0,High Density Polyethylene,Round,Moderately well drained,6.3,5.7,0.0,Slightly Decomposed Plant Material,,2,5,4
40.0,Poly Vinyl Chloride,Round,Moderately well drained,6.3,5.7,0.0,Slightly Decomposed Plant Material,,2,0,4
40.0,Poly Vinyl Chloride,Round,Well drained,6.3,5.1,0.0,Slightly Decomposed Plant Material,,2,11,4
36.0,Poly Vinyl Chloride,Round,Poorly drained,6.3,6.4,0.0,Silt Loam,,2,0,4
60.0,Poly Vinyl Chloride,Round,Moderately well drained,5.9,5.4,0.0,Fine Sandy Loam,,2,3,4
40.0,Poly Vinyl Chloride,Round,Poorly drained,4.3,6.5,0.0,Silt Loam,Frequent,2,1,4
45.0,Poly Vinyl Chloride,Round,Moderately well drained,5.9,5.4,0.0,Fine Sandy Loam,,2,1,4
50.0,Poly Vinyl Chloride,Round,Moderately well drained,4.4,5.5,0.0,Silt Loam,,2,10,4
40.0,Poly Vinyl Chloride,Round,Poorly drained,6.3,6.4,0.0,Silt Loam,,2,0,4
40.0,Poly Vinyl Chloride,Round,Well drained,3.3,5.4,0.0,Slightly Decomposed Plant Material,,2,10,4
40.0,High Density Polyethylene,Round,Well drained,2.4,4.6,0.0,Moderately Decomposed Plant Material,,2,3,4
40.0,Poly Vinyl Chloride,Round,Moderately well drained,5.8,7.3,0.0,Loam,,2,0,4
34.0,Poly Vinyl Chloride,Round,Excessively drained,1.6,5.3,0.0,Gravelly Sandy Loam,,2,0,4
35.0,Poly Vinyl Chloride,Round,Somewhat poorly drained,6.4,5.5,0.0,Loam,,2,1,4
40.0,Poly Vinyl Chloride,Round,Poorly drained,6.3,6.4,0.0,Silt Loam,,2,0,4
50.0,High Density Polyethylene,Round,Well drained,3.3,5.4,0.0,Slightly Decomposed Plant Material,,2,0,4
40.0,Corrugated Steel,Round,Poorly drained,6.3,6.4,0.0,Silt Loam,,2,0,4
40.0,Poly Vinyl Chloride,Round,Somewhat poorly drained,6.5,5.5,0.0,Loam,,2,1,4
49.0,Corrugated Steel,Round,Moderately well drained,3.4,5.1,0.0,Moderately Decomposed Plant Material,,2,1,4
40.0,Poly Vinyl Chloride,Round,Somewhat poorly drained,3.7,5.2,0.0,Highly Decomposed Plant Material,,2,0,4
20.0,High Density Polyethylene,Round,Well drained,3.3,5.4,0.0,Moderately Decomposed Plant Material,,2,7,4
40.0,Poly Vinyl Chloride,Round,Poorly drained,5.0,5.5,0.0,Slightly Decomposed Plant Material,,2,41,4
40.0,Poly Vinyl Chloride,Round,Moderately well drained,3.4,5.1,0.0,Moderately Decomposed Plant Material,,2,1,4
30.0,Poly Vinyl Chloride,Round,Well drained,6.3,6.4,0.0,Loam,,2,0,4
46.0,Poly Vinyl Chloride,Round,Well drained,5.5,4.8,0.0,Fine Sandy Loam,,2,1,4
40.0,Corrugated Steel,Round,Poorly drained,5.0,5.5,0.0,Slightly Decomposed Plant Material,,2,0,4
40.0,High Density Polyethylene,Round,Moderately well drained,4.6,5.4,0.0,Fine Sandy Loam,,2,1,4
40.0,Poly Vinyl Chloride,Round,Moderately well drained,5.8,6.3,0.0,Loam,,2,2,4
40.0,Corrugated Steel,Round,Well drained,1.1,5.4,0.0,Gravelly Loamy Sand,,2,3,4
48.0,Corrugated Steel,Round,Poorly drained,2.1,6.4,0.0,Moderately Decomposed Plant Material,,2,1,4
40.0,High Density Polyethylene,Round,Somewhat poorly drained,6.5,5.5,0.0,Loam,,2,18,4
50.0,Corrugated Steel,Round,Moderately well drained,3.4,5.1,0.0,Moderately Decomposed Plant Material,,2,1,4
40.0,Corrugated Steel,Ellipse/Squashed,Somewhat poorly drained,3.7,5.2,0.0,Highly Decomposed Plant Material,,2,0,4
40.0,Poly Vinyl Chloride,Round,Poorly drained,6.3,6.4,0.0,Silt Loam,,2,0,4
40.0,Corrugated Steel,Round,Well drained,3.8,5.2,0.0,Slightly Decomposed Plant Material,,2,1,4
50.0,Poly Vinyl Chloride,Round,Somewhat poorly drained,6.5,5.5,0.0,Loam,,2,3,4
55.0,High Density Polyethylene,Round,Poorly drained,3.8,5.7,0.0,Fine Sandy Loam,Frequent,2,11,4
30.0,High Density Polyethylene,Round,Moderately well drained,3.4,5.1,0.0,Moderately Decomposed Plant Material,,2,0,4
40.0,Unreinforced Concrete,Box,Well drained,5.6,4.8,0.0,Fine Sandy Loam,,2,0,4
30.0,Poly Vinyl Chloride,Round,Very poorly drained,39.8,7.2,0.0,Silty Clay,,2,1,4
30.0,Poly Vinyl Chloride,Round,Moderately well drained,6.6,6.9,0.0,Silt Loam,,2,19,4
25.0,Unreinforced Concrete,Box,Poorly drained,6.2,5.1,0.0,Peat,,2,13,4
44.0,Poly Vinyl Chloride,Round,Somewhat poorly drained,6.5,5.5,0.0,Loam,,2,2,4
30.0,High Density Polyethylene,Round,Well drained,6.3,5.1,0.0,Slightly Decomposed Plant Material,,2,5,4
40.0,Poly Vinyl Chloride,Round,Excessively drained,1.6,5.3,0.0,Gravelly Sandy Loam,,2,4,4
40.0,High Density Polyethylene,Round,Moderately well drained,4.6,5.4,0.0,Fine Sandy Loam,,2,3,4
60.0,High Density Polyethylene,Round,Moderately well drained,4.6,5.4,0.0,Fine Sandy Loam,,2,2,4
40.0,Poly Vinyl Chloride,Round,Moderately well drained,4.6,5.4,0.0,Fine Sandy Loam,,2,1,4
40.0,High Density Polyethylene,Round,Well drained,3.3,5.4,0.0,Moderately Decomposed Plant Material,,2,0,4
40.0,Poly Vinyl Chloride,Round,Moderately well drained,7.6,6.2,0.0,Loam,,2,18,4
35.0,Poly Vinyl Chloride,Round,Well drained,5.5,4.8,0.0,Fine Sandy Loam,,2,0,4
50.0,Corrugated Steel,Round,Poorly drained,5.9,6.2,0.0,Fine Sandy Loam,,2,4,4
20.0,High Density Polyethylene,Round,Moderately well drained,3.4,5.1,0.0,Moderately Decomposed Plant Material,,2,1,4
40.0,High Density Polyethylene,Round,Well drained,4.4,5.5,0.0,Fine Sandy Loam,,2,1,4
60.0,Poly Vinyl Chloride,Round,Well drained,5.4,5.5,0.0,Very Fine Sandy Loam,,2,0,4
33.0,Corrugated Steel,Ellipse/Squashed,Well drained,1.8,5.9,0.0,Gravelly Fine Sandy Loam,,2,11,4
40.0,Poly Vinyl Chloride,Round,Very poorly drained,12.1,6.1,0.0,Muck,,2,0,4
50.0,High Density Polyethylene,Round,Well drained,3.1,5.6,0.0,Fine Sandy Loam,,2,0,4
80.0,Poly Vinyl Chloride,Round,Well drained,3.3,5.4,0.0,Slightly Decomposed Plant Material,,2,8,4
20.0,High Density Polyethylene,Round,Well drained,6.3,5.1,0.0,Slightly Decomposed Plant Material,,2,14,4
35.0,Corrugated Steel,Round,Poorly drained,40.0,6.8,0.0,Silty Clay,,2,0,4
30.0,High Density Polyethylene,Round,Moderately well drained,3.4,5.1,0.0,Moderately Decomposed Plant Material,,2,0,4
30.0,High Density Polyethylene,Round,Somewhat excessively drained,4.4,6.1,0.0,Fine Sandy Loam,,2,3,4
40.0,High Density Polyethylene,Round,Well drained,6.1,4.6,0.0,Fine Sandy Loam,,2,0,4
50.0,Poly Vinyl Chloride,Round,Well drained,3.3,5.4,0.0,Slightly Decomposed Plant Material,,2,0,4
40.0,Poly Vinyl Chloride,Round,Well drained,3.8,5.2,0.0,Slightly Decomposed Plant Material,,2,1,4
40.0,High Density Polyethylene,Round,Moderately well drained,4.6,5.4,0.0,Fine Sandy Loam,,2,19,4
30.0,High Density Polyethylene,Round,Somewhat excessively drained,2.2,5.3,0.0,Loamy Sand,,2,1,4
40.0,Steel Plate,Round,Moderately well drained,8.3,6.2,0.0,Loam,,2,0,4
40.0,High Density Polyethylene,Round,Moderately well drained,5.8,6.3,0.0,Loam,,2,3,4
45.0,Poly Vinyl Chloride,Round,Somewhat excessively drained,2.2,5.3,0.0,Loamy Sand,,2,1,4
28.0,High Density Polyethylene,Round,Poorly drained,3.8,6.0,0.0,Highly Decomposed Plant Material,,2,18,4
30.0,High Density Polyethylene,Round,Moderately well drained,3.4,5.1,0.0,Moderately Decomposed Plant Material,,2,14,4
60.0,Poly Vinyl Chloride,Round,Moderately well drained,5.3,5.5,0.0,Fine Sandy Loam,,2,11,4
55.0,Poly Vinyl Chloride,Round,Excessively drained,1.6,5.4,0.0,Moderately Decomposed Plant Material,,2,10,4
30.0,Corrugated Steel,Round,Well drained,5.4,5.5,0.0,Very Fine Sandy Loam,,2,0,4
30.0,Poly Vinyl Chloride,Round,Poorly drained,5.0,5.5,0.0,Slightly Decomposed Plant Material,,2,2,4
40.0,Poly Vinyl Chloride,Round,Moderately well drained,5.8,6.3,0.0,Loam,,2,16,4
20.0,Corrugated Steel,Round,Well drained,4.6,5.5,0.0,Moderately Decomposed Plant Material,,2,5,4
30.0,High Density Polyethylene,Round,Somewhat excessively drained,7.4,5.3,0.0,Moderately Decomposed Plant Material,,2,2,4
40.0,Poly Vinyl Chloride,Round,Moderately well drained,6.3,5.7,0.0,Slightly Decomposed Plant Material,,2,4,4
60.0,High Density Polyethylene,Round,Well drained,3.8,5.2,0.0,Slightly Decomposed Plant Material,,2,19,4
20.0,High Density Polyethylene,Round,Moderately well drained,3.4,5.1,0.0,Moderately Decomposed Plant Material,,2,16,4
40.0,Poly Vinyl Chloride,Round,Somewhat poorly drained,6.5,5.5,0.0,Loam,,2,3,4
40.0,Poly Vinyl Chloride,Round,Well drained,3.1,5.6,0.0,Fine Sandy Loam,,2,3,4
55.0,Poly Vinyl Chloride,Round,Poorly drained,6.2,5.1,0.0,Peat,,2,2,4
30.0,High Density Polyethylene,Round,Well drained,10.0,4.8,0.0,Moderately Decomposed Plant Material,,2,0,4
44.0,Poly Vinyl Chloride,Round,Somewhat poorly drained,6.5,5.5,0.0,Loam,,2,2,4
24.0,Poly Vinyl Chloride,Round,Moderately well drained,5.8,6.3,0.0,Loam,,2,2,4
30.0,Corrugated Steel,Round,Moderately well drained,3.2,5.5,0.0,Fine Sandy Loam,Occasional,2,5,4
40.0,Corrugated Steel,Round,Well drained,3.3,5.4,0.0,Moderately Decomposed Plant Material,,2,1,4
40.0,High Density Polyethylene,Round,Well drained,3.3,5.4,0.0,Moderately Decomposed Plant Material,,2,7,4
45.0,Poly Vinyl Chloride,Round,Moderately well drained,5.9,5.4,0.0,Fine Sandy Loam,,2,1,4
40.0,Corrugated Steel,Round,Moderately well drained,5.8,6.3,0.0,Loam,,2,0,4
50.0,Poly Vinyl Chloride,Round,Well drained,10.0,4.8,0.0,Moderately Decomposed Plant Material,,2,3,4
40.0,Poly Vinyl Chloride,Round,Somewhat poorly drained,3.7,5.2,0.0,Highly Decomposed Plant Material,,2,0,4
64.0,Reinforced Concrete,Arch,Moderately well drained,1.7,5.3,0.0,Fine Sandy Loam,,2,1,4
40.0,Poly Vinyl Chloride,Round,Well drained,4.6,5.4,0.0,Fine Sandy Loam,,2,0,4
62.0,High Density Polyethylene,Round,Moderately well drained,4.6,5.4,0.0,Fine Sandy Loam,,2,1,4
50.0,High Density Polyethylene,Round,Moderately well drained,4.6,5.4,0.0,Fine Sandy Loam,,2,1,4
36.0,High Density Polyethylene,Round,Excessively drained,3.0,5.4,0.0,Loamy Sand,,2,1,4
40.0,High Density Polyethylene,Round,Moderately well drained,4.6,5.4,0.0,Fine Sandy Loam,,2,1,4
26.0,Corrugated Steel,Round,Well drained,7.7,5.5,0.0,Fine Sandy Loam,,2,2,4
40.0,High Density Polyethylene,Round,Moderately well drained,3.4,5.1,0.0,Moderately Decomposed Plant Material,,2,0,4
30.0,Corrugated Steel,Round,Somewhat excessively drained,11.3,6.5,0.0,Loam,,2,2,4
45.0,Poly Vinyl Chloride,Round,Somewhat poorly drained,6.5,5.5,0.0,Loam,,2,2,4
30.0,High Density Polyethylene,Round,Moderately well drained,3.4,5.1,0.0,Moderately Decomposed Plant Material,,2,0,4
40.0,Poly Vinyl Chloride,Round,Moderately well drained,40.0,7.4,0.0,Clay,,2,0,4
44.0,Poly Vinyl Chloride,Round,Somewhat poorly drained,6.5,5.5,0.0,Loam,,2,2,4
105.0,High Density Polyethylene,Round,Moderately well drained,2.6,5.3,0.0,Loamy Fine Sand,,2,1,4
40.0,Corrugated Steel,Ellipse/Squashed,Excessively drained,1.6,5.3,0.0,Gravelly Sandy Loam,,2,0,4
40.0,Poly Vinyl Chloride,Round,Moderately well drained,5.8,6.3,0.0,Loam,,2,2,4
65.0,High Density Polyethylene,Round,Excessively drained,1.6,5.4,0.0,Moderately Decomposed Plant Material,,2,4,4
50.0,Corrugated Steel,Round,Poorly drained,6.3,6.4,0.0,Silt Loam,,2,0,4
30.0,High Density Polyethylene,Round,Well drained,6.3,5.1,0.0,Slightly Decomposed Plant Material,,2,14,4
50.0,Poly Vinyl Chloride,Round,Moderately well drained,5.3,5.5,0.0,Fine Sandy Loam,,2,11,4
30.0,Corrugated Steel,Round,Moderately well drained,3.2,5.5,0.0,Fine Sandy Loam,Occasional,2,8,4
30.0,High Density Polyethylene,Round,Excessively drained,1.6,5.3,0.0,Gravelly Sandy Loam,,2,1,4
20.0,High Density Polyethylene,Round,Well drained,3.8,5.2,0.0,Slightly Decomposed Plant Material,,2,15,4
50.0,High Density Polyethylene,Round,Moderately well drained,5.8,6.3,0.0,Loam,,2,1,4
34.0,Poly Vinyl Chloride,Round,Poorly drained,5.0,5.5,0.0,Slightly Decomposed Plant Material,,2,0,4
20.0,Poly Vinyl Chloride,Round,Moderately well drained,4.6,5.4,0.0,Fine Sandy Loam,,2,0,4
35.0,Poly Vinyl Chloride,Round,Well drained,8.1,4.9,0.0,Moderately Decomposed Plant Material,,2,1,4
45.0,Poly Vinyl Chloride,Round,Moderately well drained,6.3,5.7,0.0,Slightly Decomposed Plant Material,,2,0,4
40.0,Poly Vinyl Chloride,Round,Poorly drained,4.3,6.5,0.0,Silt Loam,Frequent,2,14,4
40.0,Corrugated Steel,Round,Poorly drained,6.3,6.4,0.0,Silt Loam,,2,0,4
60.0,Poly Vinyl Chloride,Round,Moderately well drained,2.6,5.3,0.0,Loamy Fine Sand,,2,0,4
40.0,Poly Vinyl Chloride,Round,Well drained,3.3,5.4,0.0,Slightly Decomposed Plant Material,,2,0,4
40.0,Poly Vinyl Chloride,Round,Somewhat poorly drained,3.9,5.2,0.0,Fine Sandy Loam,,2,1,4
38.0,Poly Vinyl Chloride,Round,Excessively drained,1.6,5.3,0.0,Gravelly Sandy Loam,,2,1,4
40.0,Poly Vinyl Chloride,Round,Somewhat poorly drained,6.4,5.5,0.0,Loam,,2,8,4
40.0,Corrugated Steel,Round,Poorly drained,6.3,6.4,0.0,Silt Loam,,2,0,4
50.0,High Density Polyethylene,Round,Well drained,6.3,5.1,0.0,Slightly Decomposed Plant Material,,2,1,4
65.0,High Density Polyethylene,Round,Well drained,6.3,5.1,0.0,Slightly Decomposed Plant Material,,2,13,4
30.0,High Density Polyethylene,Round,Moderately well drained,3.4,5.1,0.0,Moderately Decomposed Plant Material,,2,13,4
53.0,Poly Vinyl Chloride,Round,Somewhat poorly drained,6.5,5.5,0.0,Loam,,2,3,4
60.0,High Density Polyethylene,Round,Poorly drained,5.0,5.5,0.0,Slightly Decomposed Plant Material,,2,1,4
50.0,Corrugated Steel,Arch,Somewhat poorly drained,5.5,6.0,0.0,Fine Sandy Loam,,2,1,4
24.0,Corrugated Steel,Ellipse/Squashed,Poorly drained,3.8,5.7,0.0,Fine Sandy Loam,Frequent,2,5,4
40.0,Unreinforced Concrete,Box,Excessively drained,1.6,5.3,0.0,Gravelly Sandy Loam,,2,0,4
40.0,Unreinforced Concrete,Box,Very poorly drained,12.1,6.1,0.0,Muck,,2,2,4
35.0,Poly Vinyl Chloride,Round,Moderately well drained,6.3,5.7,0.0,Slightly Decomposed Plant Material,,2,0,4
40.0,Corrugated Steel,Ellipse/Squashed,Well drained,1.8,5.9,0.0,Gravelly Fine Sandy Loam,,2,0,4
30.0,High Density Polyethylene,Round,Well drained,3.8,5.2,0.0,Slightly Decomposed Plant Material,,2,11,4
50.0,High Density Polyethylene,Round,Well drained,3.1,5.6,0.0,Fine Sandy Loam,,2,0,4
60.0,High Density Polyethylene,Round,Moderately well drained,5.8,6.3,0.0,Loam,,2,15,4
50.0,High Density Polyethylene,Round,Well drained,6.3,5.1,0.0,Slightly Decomposed Plant Material,,2,21,4
175.0,High Density Polyethylene,Round,Moderately well drained,5.8,6.3,0.0,Loam,,2,2,4
30.0,Poly Vinyl Chloride,Round,Moderately well drained,4.6,5.4,0.0,Fine Sandy Loam,,2,0,4
40.0,High Density Polyethylene,Round,Well drained,1.8,4.8,0.0,Fine Sandy Loam,,2,0,4
28.0,Poly Vinyl Chloride,Round,Poorly drained,5.0,5.5,0.0,Slightly Decomposed Plant Material,,2,0,4
20.0,Corrugated Steel,Round,Well drained,10.0,4.8,0.0,Moderately Decomposed Plant Material,,2,3,4
42.0,Poly Vinyl Chloride,Round,Well drained,6.1,4.6,0.0,Fine Sandy Loam,,2,0,4
40.0,Poly Vinyl Chloride,Round,Poorly drained,6.2,5.1,0.0,Peat,,2,4,4
59.0,Poly Vinyl Chloride,Round,Well drained,5.5,4.8,0.0,Fine Sandy Loam,,2,3,4
40.0,Aluminum,Round,Well drained,6.3,5.1,0.0,Slightly Decomposed Plant Material,,2,23,4
40.0,High Density Polyethylene,Round,Moderately well drained,4.6,5.4,0.0,Fine Sandy Loam,,2,0,4
40.0,Poly Vinyl Chloride,Round,Poorly drained,5.0,5.5,0.0,Slightly Decomposed Plant Material,,2,0,4
25.0,Corrugated Steel,Round,Poorly drained,6.3,6.4,0.0,Silt Loam,,2,0,4
40.0,High Density Polyethylene,Round,Moderately well drained,3.4,5.1,0.0,Moderately Decomposed Plant Material,,2,11,4
50.0,Steel Plate,Round,Moderately well drained,40.0,7.5,0.0,Clay,,2,0,4
40.0,Poly Vinyl Chloride,Round,Well drained,3.3,5.4,0.0,Slightly Decomposed Plant Material,,2,1,4
38.0,High Density Polyethylene,Round,Moderately well drained,6.3,5.7,0.0,Slightly Decomposed Plant Material,,2,3,4
30.0,High Density Polyethylene,Round,Moderately well drained,3.4,5.1,0.0,Moderately Decomposed Plant Material,,2,2,4
60.0,Poly Vinyl Chloride,Round,Somewhat excessively drained,7.4,5.3,0.0,Moderately Decomposed Plant Material,,2,3,4
40.0,High Density Polyethylene,Round,Moderately well drained,3.4,5.1,0.0,Moderately Decomposed Plant Material,,2,3,4
30.0,Poly Vinyl Chloride,Round,Moderately well drained,7.5,6.2,0.0,Loam,,2,46,4
40.0,Poly Vinyl Chloride,Round,Somewhat poorly drained,6.4,5.5,0.0,Loam,,2,0,4
33.0,Corrugated Steel,Round,Somewhat poorly drained,3.7,5.2,0.0,Highly Decomposed Plant Material,,2,0,4
40.0,Poly Vinyl Chloride,Round,Well drained,4.3,5.6,0.0,Loam,,2,10,4
40.0,Poly Vinyl Chloride,Round,Well drained,3.1,5.6,0.0,Fine Sandy Loam,,2,1,4
40.0,High Density Polyethylene,Round,Poorly drained,6.3,6.4,0.0,Silt Loam,,2,0,4
40.0,Poly Vinyl Chloride,Round,Well drained,3.1,5.6,0.0,Fine Sandy Loam,,2,0,4
50.0,Corrugated Steel,Round,Well drained,8.7,5.1,0.0,Fine Sandy Loam,,2,0,4
40.0,Corrugated Steel,Round,Moderately well drained,6.3,5.7,0.0,Slightly Decomposed Plant Material,,2,0,4
40.0,Poly Vinyl Chloride,Round,Moderately well drained,6.3,5.7,0.0,Slightly Decomposed Plant Material,,2,0,4
40.0,High Density Polyethylene,Round,Somewhat excessively drained,8.8,4.4,0.0,Moderately Decomposed Plant Material,,2,0,4
50.0,High Density Polyethylene,Round,Well drained,6.3,5.1,0.0,Slightly Decomposed Plant Material,,2,1,4
68.0,Corrugated Steel,Round,Well drained,9.9,8.8,4.3,Very Fine Sandy Loam,,3,41,4
89.0,Corrugated Steel,Round,Well drained,10.5,8.2,5.0,Loam,,3,23,4
20.0,High Density Polyethylene,Round,Somewhat poorly drained,15.2,8.7,14.4,Loam,rare,3,23,4
48.0,Steel Plate,Round,Well drained,7.5,8.2,1.0,Sandy Loam,,3,18,4
58.0,Steel Plate,Round,Well drained,7.5,8.2,1.0,Sandy Loam,,3,9,4
51.0,Steel Plate,Round,Well drained,7.0,8.5,0.0,Very Gravelly Sandy Loam,,3,39,4
60.0,Corrugated Steel,Round,Well drained,10.9,8.8,2.0,Fine Sandy Loam,,3,17,4
200.0,Corrugated Steel,Round,Somewhat excessively drained,5.3,8.8,1.9,Very Gravelly Loam,,3,17,4
15.0,High Density Polyethylene,Round,Somewhat excessively drained,5.3,8.8,1.9,Very Gravelly Loam,,3,17,4
67.0,Corrugated Steel,Arch,Well drained,5.8,8.5,7.3,Gravelly Loam,,3,9,4
50.0,Steel Plate,Round,Well drained,5.6,8.4,1.7,Gravelly Loam,,3,40,4
60.0,Steel Plate,Round,Well drained,5.6,8.4,1.7,Gravelly Loam,,3,40,4
50.0,Corrugated Steel,Round,Well drained,5.2,8.8,2.0,Sandy Loam,,3,45,4
200.0,Corrugated Steel,Round,Somewhat excessively drained,4.2,8.5,1.9,Cobbly Sandy Loam,Occasional,3,21,4
60.0,Corrugated Steel,Round,Well drained,11.1,8.3,2.2,Fine Sandy Loam,,3,21,4
36.0,Corrugated Steel,Round,Well drained,9.1,8.1,0.7,Very Fine Sandy Loam,,3,23,4
60.0,Corrugated Steel,Round,Poorly drained,14.4,8.5,24.0,Silt Loam,Frequent,3,23,4
60.0,Corrugated Steel,Round,Poorly drained,14.4,8.5,24.0,Silt Loam,Frequent,3,23,4
155.0,Corrugated Steel,Round,Poorly drained,14.4,8.5,24.0,Silt Loam,Frequent,3,23,4
60.0,Reinforced Concrete,Round,Poorly drained,14.4,8.5,24.0,Silt Loam,Frequent,3,33,4
105.0,High Density Polyethylene,Round,Somewhat poorly drained,16.6,8.7,18.7,Sand,very rare,3,23,4
60.0,Reinforced Concrete,Round,Poorly drained,17.3,8.2,88.4,Silty Clay Loam,,3,23,4
60.0,Unreinforced Concrete,Round,Poorly drained,17.3,8.2,88.4,Silty Clay Loam,,3,23,4
150.0,Poly Vinyl Chloride,Round,Well drained,13.1,7.0,0.0,Cobbly Loam,,3,23,4
94.0,High Density Polyethylene,Round,Well drained,13.1,7.0,0.0,Cobbly Loam,,3,22,4
94.0,High Density Polyethylene,Round,Well drained,13.1,7.0,0.0,Cobbly Loam,,3,23,4
292.0,Corrugated Steel,Round,Well drained,15.4,7.9,1.0,Silt Loam,,3,17,4
94.0,Corrugated Steel,Round,Well drained,15.4,7.9,1.0,Silt Loam,,3,17,4
94.0,Corrugated Steel,Round,Well drained,15.4,7.9,1.0,Silt Loam,,3,20,4
30.0,Corrugated Steel,Round,Poorly drained,20.9,8.8,2.0,Silty Clay Loam,,3,34,4
94.0,Steel Plate,Ellipse/Squashed,Well drained,19.0,8.4,1.0,Silty Clay Loam,,3,39,4
80.0,Corrugated Steel,Round,Well drained,5.5,7.1,1.3,Gravely Fine Sandy Loam,,3,35,4
